CONTRACT_D,PREVIOUS_S,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRIC,SETTLEMENT,NET_CHANGE,OI_NO_CON,TRADED_QUA,TRD_NO_CON,TRADED_VAL
FUTSTKADANIENT30-JAN-2025,2358.8500000,2376.1000000,2431.8000000,2354.3000000,2391.1500000,2391.1500000,1.3600000,43457.0000000,5287500.0000000,17625.0000000,12695456370.0000000
FUTSTKUNIONBANK27-FEB-2025,120.5500000,120.6300000,120.6300000,118.8000000,119.5200000,119.5200000,-0.8500000,78.0000000,57525.0000000,13.0000000,6860918.2500000
FUTSTKMUTHOOTFIN27-FEB-2025,2092.9500000,2080.8000000,2084.5000000,2060.0000000,2060.0500000,2060.0500000,-1.5700000,17.0000000,2475.0000000,9.0000000,5128213.7500000
FUTSTKCAMS27-FEB-2025,4968.5000000,4968.5000000,4989.0000000,4910.0000000,4963.6500000,4988.1000000,0.3900000,88.0000000,2250.0000000,18.0000000,11114406.2500000
FUTSTKHDFCBANK26-DEC-2024,1800.3000000,1805.0000000,1805.4500000,1790.1500000,1800.7500000,1800.7500000,0.0200000,27367.0000000,26763550.0000000,48661.0000000,48117598182.5000000
FUTSTKCDSL30-JAN-2025,1832.4000000,1833.7500000,1850.4500000,1805.3000000,1826.8000000,1826.8000000,-0.3000000,11364.0000000,2089150.0000000,5969.0000000,3826084780.0000000
FUTSTKBERGEPAINT30-JAN-2025,446.7500000,447.1500000,449.5000000,444.4500000,446.8000000,446.8000000,0.0100000,5965.0000000,3326400.0000000,2520.0000000,1486983366.0000000
FUTSTKM&M27-FEB-2025,2943.1000000,2955.0000000,2989.2000000,2949.0000000,2966.9500000,2966.9500000,0.8100000,390.0000000,27650.0000000,158.0000000,82143731.2500000
FUTSTKCOALINDIA30-JAN-2025,386.0000000,388.2000000,389.1000000,384.2000000,386.8500000,386.8500000,0.2200000,40720.0000000,13173300.0000000,12546.0000000,5095589520.0000000
FUTSTKNCC27-FEB-2025,286.8000000,290.0000000,290.0000000,286.2000000,286.8000000,286.8000000,0.0000000,151.0000000,51475.0000000,29.0000000,14823468.7500000
FUTSTKICICIGI30-JAN-2025,1879.7000000,1921.7000000,1921.7000000,1850.0000000,1885.0000000,1885.0000000,0.2800000,19366.0000000,2845250.0000000,11381.0000000,5335944687.5000000
FUTSTKNAUKRI27-FEB-2025,8745.9500000,8662.0000000,8774.0000000,8650.4000000,8774.0000000,8774.0000000,0.3200000,84.0000000,375.0000000,5.0000000,3261105.0000000
FUTSTKLTF30-JAN-2025,133.6700000,134.1000000,136.0400000,133.1800000,134.0800000,134.0800000,0.3000000,17065.0000000,35066858.0000000,7859.0000000,4714903661.2800000
FUTSTKTATACHEM27-FEB-2025,1049.5000000,1053.8000000,1119.7000000,1047.0000000,1083.5500000,1083.5500000,3.2400000,201.0000000,118250.0000000,215.0000000,128213112.5000000
FUTSTKPOWERGRID30-JAN-2025,317.1500000,316.9000000,319.0000000,311.3500000,312.6500000,312.6500000,-1.4100000,33908.0000000,24586200.0000000,13659.0000000,7767487890.0000000
FUTSTKDELHIVERY27-FEB-2025,363.5000000,344.4000000,346.5000000,338.0000000,340.6000000,340.6000000,-6.2900000,229.0000000,111325.0000000,73.0000000,38008108.7500000
FUTSTKRECLTD26-DEC-2024,512.9500000,514.7500000,517.8500000,505.7000000,508.0000000,508.0000000,-0.9600000,10505.0000000,12521000.0000000,12521.0000000,6404879500.0000000
FUTSTKHDFCBANK30-JAN-2025,1811.4500000,1815.5500000,1816.1500000,1802.0500000,1811.5500000,1811.5500000,0.0000000,201707.0000000,30210950.0000000,54929.0000000,54656161120.0000000
FUTSTKBPCL26-DEC-2024,289.5000000,289.2500000,295.5000000,287.2500000,292.2000000,292.2000000,0.9300000,5600.0000000,23373000.0000000,12985.0000000,6829020900.0000000
FUTSTKMCX27-FEB-2025,6437.0000000,6415.0000000,6555.7500000,6385.0000000,6426.8000000,6426.8000000,-0.1500000,111.0000000,4300.0000000,43.0000000,27891635.0000000
FUTSTKAPOLLOHOSP27-FEB-2025,7336.0000000,7345.0500000,7364.2500000,7326.5000000,7338.8000000,7338.8000000,0.0300000,31.0000000,1500.0000000,12.0000000,11024250.0000000
FUTSTKJSWENERGY30-JAN-2025,665.4500000,662.0000000,667.0500000,650.7000000,653.1000000,653.1000000,-1.8500000,8092.0000000,2589000.0000000,3452.0000000,1699680337.5000000
FUTSTKHINDALCO30-JAN-2025,639.5000000,639.6500000,642.9000000,631.0000000,633.0500000,633.0500000,-1.0000000,25395.0000000,19049800.0000000,13607.0000000,12084859080.0000000
FUTSTKLICI27-FEB-2025,910.6500000,907.2000000,907.2000000,896.9500000,897.6500000,897.6500000,-1.4200000,283.0000000,35075.0000000,61.0000000,31580840.0000000
FUTSTKCESC27-FEB-2025,187.0200000,187.7600000,187.7600000,184.7800000,184.7800000,185.6709009,-0.7200000,34.0000000,26325.0000000,9.0000000,4900311.0000000
FUTSTKICICIBANK27-FEB-2025,1316.5500000,1318.4000000,1318.8500000,1310.0000000,1317.2000000,1317.2000000,0.0400000,470.0000000,141400.0000000,202.0000000,185930675.0000000
FUTSTKBATAINDIA30-JAN-2025,1338.0000000,1358.3000000,1358.3000000,1333.9000000,1349.6000000,1349.6000000,0.8600000,7693.0000000,1397625.0000000,3727.0000000,1881272662.5000000
FUTSTKHINDCOPPER27-FEB-2025,274.4500000,0.0000000,0.0000000,0.0000000,,284.0500000,3.4900000,76.0000000,0.0000000,0.0000000,0.0000000
FUTSTKTATAMOTORS27-FEB-2025,731.2500000,733.2500000,753.8500000,732.1000000,745.8500000,745.8500000,1.9900000,5567.0000000,881650.0000000,1603.0000000,657400232.5000000
FUTSTKIGL26-DEC-2024,390.7500000,394.7500000,406.8000000,393.6000000,398.3500000,398.3500000,1.9400000,7741.0000000,18066125.0000000,13139.0000000,7234112806.2500000
FUTSTKAARTIIND27-FEB-2025,414.6500000,415.7000000,422.1000000,412.5500000,420.7000000,420.7000000,1.4500000,702.0000000,186000.0000000,186.0000000,78026100.0000000
FUTSTKCOLPAL30-JAN-2025,2741.8000000,2725.5000000,2779.3000000,2725.5000000,2747.9000000,2747.9000000,0.2200000,25449.0000000,1660925.0000000,9491.0000000,4576557982.5000000
FUTSTKHUDCO26-DEC-2024,237.4900000,237.4400000,238.0600000,231.4800000,232.4500000,232.4500000,-2.1200000,1525.0000000,5424725.0000000,2237.0000000,1272501071.7500000
FUTSTKSBILIFE27-FEB-2025,1423.9000000,1423.5500000,1426.9000000,1406.0000000,1407.7500000,1407.7500000,-1.1300000,155.0000000,9750.0000000,26.0000000,13827675.0000000
FUTSTKCROMPTON26-DEC-2024,390.4000000,390.7000000,396.2000000,385.8500000,394.6500000,394.6500000,1.0800000,1866.0000000,6670800.0000000,3706.0000000,2623950810.0000000
FUTSTKGNFC27-FEB-2025,587.4000000,588.5000000,602.8000000,588.5000000,589.8000000,589.8000000,0.4000000,41.0000000,31200.0000000,24.0000000,18498870.0000000
FUTSTKZYDUSLIFE27-FEB-2025,983.1000000,980.0000000,985.5000000,974.0000000,974.9000000,974.9000000,-0.8300000,129.0000000,47700.0000000,53.0000000,46643220.0000000
FUTSTKBANDHANBNK27-FEB-2025,165.7900000,168.5000000,169.4600000,168.2900000,169.4600000,168.5600000,1.6700000,721.0000000,33600.0000000,12.0000000,5679016.0000000
FUTSTKZOMATO30-JAN-2025,275.8000000,276.2000000,278.5000000,270.8000000,276.9000000,276.9000000,0.3900000,42030.0000000,36260000.0000000,18130.0000000,10012273900.0000000
FUTSTKBANDHANBNK30-JAN-2025,166.1600000,167.2000000,168.5000000,167.2000000,167.9800000,167.9800000,1.0900000,9248.0000000,638400.0000000,228.0000000,107286732.0000000
FUTSTKHEROMOTOCO30-JAN-2025,4308.8000000,4312.9000000,4348.0000000,4283.1000000,4292.0500000,4292.0500000,-0.3800000,36288.0000000,2107950.0000000,14053.0000000,9087068985.0000000
FUTSTKMFSL30-JAN-2025,1110.3500000,1113.0000000,1121.3500000,1106.2000000,1108.7500000,1108.7500000,-0.1400000,3793.0000000,1475200.0000000,1844.0000000,1643014840.0000000
FUTSTKHINDUNILVR30-JAN-2025,2352.0500000,2356.9000000,2374.7500000,2348.9500000,2354.8500000,2354.8500000,0.1100000,42895.0000000,6506700.0000000,21689.0000000,15366432285.0000000
FUTSTKRECLTD27-FEB-2025,517.7500000,516.1500000,521.0500000,511.2000000,513.2000000,513.2000000,-0.8700000,768.0000000,274000.0000000,274.0000000,141370950.0000000
FUTSTKICICIPRULI30-JAN-2025,654.1000000,661.0000000,672.5000000,650.9000000,665.6500000,665.6500000,1.7600000,11344.0000000,3960750.0000000,5281.0000000,2617732500.0000000
FUTSTKTRENT27-FEB-2025,7051.0500000,7010.0500000,7176.9000000,6989.5000000,7115.0500000,7115.0500000,0.9000000,275.0000000,15800.0000000,158.0000000,112514555.0000000
FUTSTKCDSL26-DEC-2024,1818.8000000,1820.8500000,1836.8500000,1792.3000000,1814.4000000,1814.4000000,-0.2400000,2591.0000000,1930600.0000000,5516.0000000,3510647175.0000000
FUTSTKRECLTD30-JAN-2025,516.6500000,518.0000000,521.1500000,509.2000000,511.5000000,511.5000000,-0.9900000,31590.0000000,13664000.0000000,13664.0000000,7038196750.0000000
FUTSTKDLF30-JAN-2025,848.9000000,848.0000000,856.7000000,839.1000000,846.5500000,846.5500000,-0.2700000,42866.0000000,12185250.0000000,14770.0000000,10355095286.2500000
FUTSTKKEI26-DEC-2024,4198.8500000,4269.7000000,4277.4000000,4148.5000000,4181.8500000,4181.8500000,-0.4000000,772.0000000,170250.0000000,1135.0000000,712585852.5000000
FUTSTKCANBK27-FEB-2025,102.5709009,102.4000000,102.8600000,101.4000000,102.2109009,102.2109009,-0.3500000,608.0000000,1505250.0000000,223.0000000,153842355.0000000
FUTSTKITC27-FEB-2025,475.1000000,474.5000000,480.7000000,473.8000000,479.3500000,479.3500000,0.8900000,1064.0000000,726400.0000000,454.0000000,347761120.0000000
FUTSTKOIL26-DEC-2024,421.0500000,423.5000000,429.0000000,419.6000000,425.7000000,425.7000000,1.1000000,854.0000000,2184400.0000000,2032.0000000,927440393.7500000
FUTSTKBATAINDIA27-FEB-2025,1341.5000000,1342.1000000,1358.6500000,1342.1000000,1353.6500000,1353.6500000,0.9000000,104.0000000,21000.0000000,56.0000000,28370981.2500000
FUTSTKASHOKLEY30-JAN-2025,218.9500000,219.1300000,222.1000000,217.7300000,219.3800000,219.3800000,0.1900000,21923.0000000,23365000.0000000,9346.0000000,5147822675.0000000
FUTSTKOFSS30-JAN-2025,12286.6000000,12200.2000000,12493.9500000,12190.0000000,12235.6000000,12235.6000000,-0.4100000,11647.0000000,319150.0000000,6383.0000000,3928933632.5000000
FUTSTKDIXON30-JAN-2025,18133.3500000,18210.0000000,18235.3000000,17984.4500000,18039.3500000,18039.3500000,-0.5100000,27893.0000000,476400.0000000,9528.0000000,8631428455.0000000
FUTSTKWIPRO30-JAN-2025,310.0000000,309.3000000,310.5000000,304.6500000,306.8000000,306.8000000,-1.0300000,16057.0000000,20139000.0000000,6713.0000000,6193690050.0000000
FUTSTKGAIL27-FEB-2025,196.8200000,199.2500000,203.5000000,199.2500000,200.5300000,200.5300000,1.8800000,864.0000000,1398250.0000000,595.0000000,281039508.0000000
FUTSTKEICHERMOT30-JAN-2025,4790.5500000,4770.9500000,4846.0000000,4770.9500000,4816.2500000,4816.2500000,0.5300000,17625.0000000,1373925.0000000,7851.0000000,6621480215.0000000
FUTSTKTRENT30-JAN-2025,7005.1500000,7038.6500000,7139.0000000,6945.0500000,7061.7000000,7061.7000000,0.8000000,29202.0000000,1388900.0000000,13889.0000000,9810158895.0000000
FUTSTKCOFORGE27-FEB-2025,9480.1500000,9450.0000000,9529.5000000,9400.0000000,9463.5000000,9463.5000000,-0.1700000,306.0000000,10800.0000000,144.0000000,102118803.7500000
FUTSTKLALPATHLAB30-JAN-2025,2951.9000000,2927.0000000,2978.2000000,2924.7500000,2935.3000000,2935.3000000,-0.5600000,3304.0000000,270750.0000000,1805.0000000,798989190.0000000
FUTSTKCAMS26-DEC-2024,4915.6000000,4906.0000000,4936.5000000,4850.2500000,4925.0000000,4925.0000000,0.1900000,1128.0000000,177375.0000000,1419.0000000,869878856.2500000
FUTSTKLTF26-DEC-2024,137.0700000,137.6000000,139.4800000,136.8400000,138.7900000,138.7900000,1.2500000,3463.0000000,26544438.0000000,5949.0000000,3675179397.8000000
FUTSTKKEI27-FEB-2025,4247.3000000,0.0000000,0.0000000,0.0000000,,4227.8000000,-0.4500000,2.0000000,0.0000000,0.0000000,0.0000000
FUTSTKUBL27-FEB-2025,2023.9000000,2029.9500000,2036.1500000,2027.0000000,2036.1500000,2036.1500000,0.6000000,8.0000000,4000.0000000,10.0000000,8117900.0000000
FUTSTKGNFC30-JAN-2025,584.2000000,578.9000000,599.5000000,578.9000000,586.0000000,586.0000000,0.3000000,2437.0000000,2026700.0000000,1559.0000000,1198025335.0000000
FUTSTKCOLPAL26-DEC-2024,2724.5000000,2720.9000000,2759.5000000,2711.0500000,2729.9000000,2729.9000000,0.1900000,5008.0000000,1538775.0000000,8793.0000000,4210384780.0000000
FUTSTKATGL26-DEC-2024,669.3000000,674.8000000,680.9000000,664.2000000,672.4500000,672.4500000,0.4700000,1296.0000000,1510475.0000000,1949.0000000,1017485022.5000000
FUTSTKIEX27-FEB-2025,178.9300000,177.4000000,183.5000000,173.7500000,179.0900000,179.0900000,0.0800000,258.0000000,487500.0000000,130.0000000,87936037.5000000
FUTSTKCHOLAFIN30-JAN-2025,1180.9500000,1182.0000000,1199.9000000,1175.4000000,1194.9500000,1194.9500000,1.1800000,18296.0000000,4409375.0000000,7055.0000000,5250658062.5000000
FUTSTKTATASTEEL27-FEB-2025,143.9400000,143.3100000,143.4000000,141.0500000,142.5000000,142.5000000,-1.0000000,1138.0000000,3861000.0000000,702.0000000,548922880.0000000
FUTSTKJSWENERGY27-FEB-2025,667.8000000,660.4000000,670.3000000,656.0000000,657.6500000,657.6500000,-1.5100000,71.0000000,14250.0000000,19.0000000,9425887.5000000
FUTSTKBANDHANBNK26-DEC-2024,165.7000000,164.7700000,168.0000000,163.7500000,167.2000000,167.2000000,0.9000000,22314.0000000,12359200.0000000,4414.0000000,2066193500.0000000
FUTSTKAXISBANK30-JAN-2025,1086.2000000,1085.5000000,1093.2500000,1083.7500000,1087.8500000,1087.8500000,0.1500000,101838.0000000,19755000.0000000,31608.0000000,21506818718.7500000
FUTSTKICICIGI27-FEB-2025,1884.9000000,1887.2000000,1908.0000000,1866.5500000,1898.1000000,1898.1000000,0.7000000,31.0000000,8250.0000000,33.0000000,15544337.5000000
FUTIDXNIFTY26-DEC-2024,23769.7500000,23765.9500000,23879.8500000,23716.0000000,23770.6000000,23770.6000000,0.0000000,228871.0000000,6188850.0000000,247554.0000000,147318212156.2500000
FUTSTKEXIDEIND27-FEB-2025,423.6500000,421.4500000,426.8500000,416.9000000,424.0000000,424.0000000,0.0800000,289.0000000,232200.0000000,129.0000000,98417520.0000000
FUTIDXFINNIFTY31-DEC-2024,23826.7500000,23823.6000000,23874.0500000,23732.8500000,23818.4500000,23818.4500000,-0.0300000,2147.0000000,65300.0000000,2612.0000000,1555589522.5000000
FUTSTKICICIGI26-DEC-2024,1866.6000000,1866.1000000,1886.5000000,1836.5500000,1871.5000000,1871.5000000,0.2600000,4636.0000000,2196750.0000000,8787.0000000,4091839612.5000000
FUTSTKPOONAWALLA30-JAN-2025,311.3500000,311.0000000,317.2500000,307.1500000,312.4000000,312.4000000,0.3300000,7770.0000000,5846400.0000000,4032.0000000,1825404275.0000000
FUTSTKJIOFIN27-FEB-2025,309.5000000,308.9000000,311.9500000,308.5500000,309.5500000,309.5500000,0.0100000,1474.0000000,226050.0000000,137.0000000,70063537.5000000
FUTSTKBOSCHLTD30-JAN-2025,34721.8500000,34721.0000000,34820.0000000,34448.7500000,34518.2000000,34518.2000000,-0.5800000,8399.0000000,73825.0000000,2953.0000000,2553424011.2500000
FUTSTKGODREJCP27-FEB-2025,1089.8500000,1091.8000000,1096.4500000,1091.1000000,1094.4500000,1094.4500000,0.4200000,208.0000000,27000.0000000,54.0000000,29523150.0000000
FUTSTKAUROPHARMA27-FEB-2025,1271.8500000,1270.0000000,1281.6000000,1270.0000000,1277.0500000,1277.7000000,0.4500000,125.0000000,8800.0000000,16.0000000,11240927.5000000
FUTSTKRAMCOCEM27-FEB-2025,1012.3500000,1014.0000000,1016.0000000,996.7000000,996.7000000,1003.4500000,-0.8700000,60.0000000,10200.0000000,12.0000000,10314240.0000000
FUTSTKNTPC27-FEB-2025,336.8000000,335.6000000,339.8500000,334.7500000,338.0000000,338.0000000,0.3500000,872.0000000,352500.0000000,235.0000000,119023875.0000000
FUTSTKCESC30-JAN-2025,185.5900000,185.7800000,187.5000000,181.8300000,184.2100000,184.2100000,-0.7400000,2519.0000000,5338125.0000000,1825.0000000,990004245.7500000
FUTSTKINDUSINDBK30-JAN-2025,950.8000000,946.8000000,953.9000000,937.6000000,943.5500000,943.5500000,-0.7600000,101317.0000000,17745500.0000000,35491.0000000,16783421175.0000000
FUTSTKVBL26-DEC-2024,627.2000000,624.0500000,630.4000000,622.0500000,628.2500000,628.2500000,0.1600000,2574.0000000,3417750.0000000,3906.0000000,2141967756.2500000
FUTSTKSYNGENE26-DEC-2024,842.2500000,834.2000000,851.0000000,833.9000000,846.9000000,846.9000000,0.5500000,1857.0000000,1926000.0000000,1926.0000000,1631034700.0000000
FUTSTKMAXHEALTH27-FEB-2025,1146.4000000,1154.2500000,1154.2500000,1143.6500000,1143.6500000,1143.6500000,-0.2300000,34.0000000,2100.0000000,4.0000000,2425185.0000000
FUTSTKADANIENSOL26-DEC-2024,772.6500000,772.1000000,791.4000000,765.4500000,771.9000000,771.9000000,-0.0900000,3888.0000000,2745625.0000000,4393.0000000,2136719281.2500000
FUTSTKPOLYCAB30-JAN-2025,7175.4500000,7233.5000000,7233.5000000,7060.0500000,7132.2000000,7132.2000000,-0.6000000,10557.0000000,589250.0000000,4714.0000000,4202891868.7500000
FUTIDXNIFTYNXT5031-JAN-2025,69313.7000000,69351.0500000,69700.0000000,68951.0000000,69496.4000000,69496.4000000,0.2600000,716.0000000,3690.0000000,369.0000000,256358913.5000000
FUTSTKASTRAL27-FEB-2025,1747.1000000,1749.0000000,1772.7000000,1710.6500000,1714.7500000,1714.7500000,-1.8500000,271.0000000,66060.0000000,180.0000000,114875385.6500000
FUTSTKOIL27-FEB-2025,424.7000000,429.8000000,430.1500000,426.1000000,426.5000000,430.7500000,1.4200000,137.0000000,19350.0000000,18.0000000,8268577.5000000
FUTSTKASIANPAINT27-FEB-2025,2303.5000000,2303.5000000,2320.1500000,2300.0000000,2304.3000000,2304.3000000,0.0300000,2281.0000000,131600.0000000,658.0000000,304299220.0000000
FUTSTKJSL30-JAN-2025,731.5500000,731.3500000,742.5500000,718.1000000,736.2500000,736.2500000,0.6400000,1570.0000000,1033075.0000000,1333.0000000,757017597.5000000
FUTSTKPOLICYBZR30-JAN-2025,2133.5000000,2120.8500000,2120.8500000,2061.5500000,2075.9000000,2075.9000000,-2.6900000,7037.0000000,1649375.0000000,5075.0000000,3436563715.0000000
FUTSTKADANIGREEN26-DEC-2024,1036.7500000,1033.1500000,1061.2500000,1022.4000000,1032.8500000,1032.8500000,-0.3700000,9670.0000000,3094875.0000000,8253.0000000,3212439862.5000000
FUTSTKCDSL27-FEB-2025,1845.4500000,1863.9000000,1863.9000000,1820.0000000,1839.8500000,1839.8500000,-0.3000000,328.0000000,25550.0000000,73.0000000,47033122.5000000
FUTSTKPOLICYBZR26-DEC-2024,2118.7000000,2106.4000000,2106.4000000,2048.2000000,2059.6000000,2059.6000000,-2.7800000,1694.0000000,1188200.0000000,3656.0000000,2459408851.2500000
FUTSTKMFSL27-FEB-2025,1114.2000000,1120.0000000,1122.0000000,1114.0000000,1121.0000000,1117.2500000,0.2700000,23.0000000,4000.0000000,5.0000000,4472800.0000000
FUTSTKTIINDIA27-FEB-2025,3665.5000000,3655.0000000,3655.0000000,3655.0000000,3655.0000000,3622.5500000,-1.1700000,46.0000000,150.0000000,1.0000000,548250.0000000
FUTIDXFINNIFTY25-FEB-2025,24068.7500000,24511.7000000,24511.7000000,24511.7000000,24511.7000000,24015.8000000,-0.2100000,5.0000000,65.0000000,1.0000000,1593260.5000000
FUTSTKMUTHOOTFIN30-JAN-2025,2083.3500000,2093.2000000,2093.2000000,2045.0000000,2051.5000000,2051.5000000,-1.5200000,11791.0000000,1319725.0000000,4799.0000000,2723656732.5000000
FUTSTKSBIN26-DEC-2024,821.0000000,823.0000000,825.6500000,810.2000000,813.6000000,813.6000000,-0.9000000,32806.0000000,29725500.0000000,39634.0000000,24312368325.0000000
FUTSTKSUPREMEIND27-FEB-2025,4824.0500000,0.0000000,0.0000000,0.0000000,,4819.4500000,-0.0900000,8.0000000,0.0000000,0.0000000,0.0000000
FUTSTKULTRACEMCO27-FEB-2025,11581.1000000,11505.1500000,11614.8500000,11464.9000000,11487.8500000,11487.8500000,-0.8000000,208.0000000,3750.0000000,75.0000000,43116192.5000000
FUTSTKIPCALAB26-DEC-2024,1588.7000000,1584.4000000,1623.6000000,1573.3000000,1580.1500000,1580.1500000,-0.5300000,1113.0000000,1062100.0000000,1634.0000000,1696137657.5000000
FUTSTKPRESTIGE26-DEC-2024,1751.4500000,1763.2500000,1781.2500000,1719.6000000,1737.0500000,1737.0500000,-0.8200000,1592.0000000,865800.0000000,2664.0000000,1515403467.5000000
FUTSTKCHAMBLFERT30-JAN-2025,511.9500000,510.2500000,517.5000000,505.1500000,506.9000000,506.9000000,-0.9800000,3222.0000000,3429500.0000000,1805.0000000,1749109885.0000000
FUTSTKHCLTECH30-JAN-2025,1907.0000000,1916.5500000,1925.7000000,1892.5500000,1899.7500000,1899.7500000,-0.3800000,26294.0000000,3082450.0000000,8807.0000000,5877257417.5000000
FUTSTKTATACOMM30-JAN-2025,1720.5500000,1735.0000000,1739.9000000,1710.8000000,1736.4500000,1736.4500000,0.9200000,18245.0000000,2620250.0000000,10481.0000000,4533299800.0000000
FUTSTKABB26-DEC-2024,6967.5500000,6985.1000000,6993.5500000,6835.0000000,6882.1500000,6882.1500000,-1.2200000,2845.0000000,614125.0000000,4913.0000000,4238594625.0000000
FUTSTKCOALINDIA26-DEC-2024,383.3000000,385.6000000,386.4500000,381.4500000,384.2500000,384.2500000,0.2400000,19025.0000000,13138650.0000000,12513.0000000,5047753620.0000000
FUTSTKSUPREMEIND30-JAN-2025,4807.3500000,4833.3000000,4844.5500000,4686.2500000,4800.5000000,4800.5000000,-0.1400000,2983.0000000,376375.0000000,3011.0000000,1790476437.5000000
FUTSTKBSOFT30-JAN-2025,578.3500000,568.6000000,589.7500000,568.6000000,581.4500000,581.4500000,0.5300000,8001.0000000,4742000.0000000,4742.0000000,2763531700.0000000
FUTSTKBHARATFORG30-JAN-2025,1306.3500000,1306.5500000,1339.0500000,1303.5000000,1331.2000000,1331.2000000,1.9000000,18523.0000000,3942000.0000000,7884.0000000,5225969850.0000000
FUTSTKCYIENT30-JAN-2025,1909.2500000,1921.5000000,1970.0000000,1905.0000000,1910.8000000,1910.8000000,0.0800000,2194.0000000,492900.0000000,1643.0000000,949883235.0000000
FUTSTKIPCALAB27-FEB-2025,1605.2500000,1615.0000000,1631.5000000,1605.0000000,1605.0000000,1600.8500000,-0.2700000,16.0000000,8450.0000000,13.0000000,13683637.5000000
FUTSTKSJVN26-DEC-2024,110.0600000,110.5200000,111.9800000,109.6900000,110.2400000,110.2400000,0.1600000,1018.0000000,5717250.0000000,1210.0000000,633384643.5000000
FUTSTKINDUSTOWER27-FEB-2025,340.2000000,338.8500000,342.0000000,332.5500000,337.8000000,337.8000000,-0.7000000,501.0000000,334900.0000000,197.0000000,112749355.0000000
FUTSTKHAVELLS26-DEC-2024,1658.8000000,1661.3000000,1689.3500000,1659.9500000,1672.9500000,1672.9500000,0.8500000,4361.0000000,2095000.0000000,4190.0000000,3509563500.0000000
FUTSTKJIOFIN30-JAN-2025,307.3000000,306.0000000,309.6500000,305.3500000,307.2500000,307.2500000,-0.0100000,18247.0000000,11675400.0000000,7076.0000000,3592895047.5000000
FUTSTKPAYTM26-DEC-2024,965.8500000,965.6500000,996.0500000,953.2500000,982.5500000,982.5500000,1.7200000,4149.0000000,5596500.0000000,8610.0000000,5480889310.0000000
FUTSTKADANIENSOL30-JAN-2025,775.2000000,775.3000000,797.0000000,768.0500000,777.4000000,777.4000000,0.2800000,5655.0000000,3366875.0000000,5387.0000000,2638963125.0000000
FUTSTKGMRAIRPORT26-DEC-2024,79.5200000,79.4700000,80.6000000,78.7100000,79.2700000,79.2700000,-0.3100000,20191.0000000,90489375.0000000,16087.0000000,7192725412.5000000
FUTSTKABCAPITAL30-JAN-2025,187.9900000,188.6100000,189.8909009,185.8800000,187.7000000,187.7000000,-0.1500000,16686.0000000,22566600.0000000,8358.0000000,4250132748.0000000
FUTSTKSAIL30-JAN-2025,122.1300000,121.5200000,122.2200000,118.8500000,119.8700000,119.8700000,-1.8500000,27006.0000000,123392000.0000000,30848.0000000,14839718040.0000000
FUTSTKESCORTS26-DEC-2024,3150.7500000,3148.0000000,3190.0000000,3103.1500000,3157.1000000,3157.1000000,0.2000000,1853.0000000,749375.0000000,2725.0000000,2361939236.2500000
FUTSTKGAIL26-DEC-2024,194.2600000,194.8800000,201.1800000,193.8300000,198.0600000,198.0600000,1.9500000,7197.0000000,40552800.0000000,8864.0000000,8058201229.5000000
FUTSTKMCX30-JAN-2025,6400.0000000,6458.2500000,6527.9500000,6330.0500000,6393.1000000,6393.1000000,-0.1000000,10541.0000000,590000.0000000,5900.0000000,3800541315.0000000
FUTSTKCHAMBLFERT26-DEC-2024,508.3000000,508.2500000,514.1000000,501.8000000,503.5500000,503.5500000,-0.9300000,1635.0000000,3207200.0000000,1688.0000000,1624177380.0000000
FUTSTKABBOTINDIA30-JAN-2025,28738.2000000,28498.1000000,28780.0000000,28430.9000000,28704.9000000,28704.9000000,-0.1100000,3306.0000000,31480.0000000,1574.0000000,901672750.0000000
FUTSTKANGELONE27-FEB-2025,2893.2500000,2894.0500000,2978.0000000,2894.0000000,2930.9000000,2930.9000000,1.3000000,136.0000000,9000.0000000,45.0000000,26372860.0000000
FUTSTKHAL27-FEB-2025,4277.7500000,4287.7500000,4332.0000000,4253.2000000,4271.5000000,4271.5000000,-0.1400000,2009.0000000,101100.0000000,674.0000000,434200425.0000000
FUTSTKIDEA30-JAN-2025,7.5400000,7.6200000,7.6600000,7.4000000,7.5200000,7.5200000,-0.2600000,64870.0000000,1084840000.0000000,27121.0000000,8193554400.0000000
FUTSTKM&M30-JAN-2025,2925.1000000,2943.8000000,2971.8000000,2920.2000000,2947.9000000,2947.9000000,0.7700000,83084.0000000,5433400.0000000,31048.0000000,16055942350.0000000
FUTSTKPFC30-JAN-2025,459.2000000,460.6500000,461.9000000,453.5000000,455.4500000,455.4500000,-0.8100000,36446.0000000,18653700.0000000,14349.0000000,8544599505.0000000
FUTSTKCANFINHOME27-FEB-2025,737.6000000,735.6000000,740.0000000,730.9500000,735.7000000,735.7000000,-0.2500000,64.0000000,18525.0000000,19.0000000,13587210.0000000
FUTSTKMARUTI27-FEB-2025,10964.1500000,10951.0000000,11035.0000000,10872.0000000,10897.7000000,10897.7000000,-0.6000000,460.0000000,11650.0000000,233.0000000,127626652.5000000
FUTSTKZYDUSLIFE30-JAN-2025,977.3500000,978.9500000,981.5500000,966.2000000,969.6500000,969.6500000,-0.7800000,8865.0000000,3137400.0000000,3486.0000000,3055764150.0000000
